"DateTime","Electrical ( kWh )"
"2018-03-30 00:00:00",6655
"2018-03-31 00:00:00",5873
"2018-04-01 00:00:00",6005
"2018-04-02 00:00:00",7031
"2018-04-03 00:00:00",7168
"2018-04-04 00:00:00",6922
"2018-04-05 00:00:00",7036
"2018-04-06 00:00:00",6889
"2018-04-07 00:00:00",5957
"2018-04-08 00:00:00",5972
"2018-04-09 00:00:00",6763
"2018-04-10 00:00:00",6725
"2018-04-11 00:00:00",6784
"2018-04-12 00:00:00",6898
"2018-04-13 00:00:00",6835
"2018-04-14 00:00:00",5852
"2018-04-15 00:00:00",5840
"2018-04-16 00:00:00",6978
"2018-04-17 00:00:00",7188
"2018-04-18 00:00:00",7164
"2018-04-19 00:00:00",6987
"2018-04-20 00:00:00",6671
"2018-04-21 00:00:00",5982
"2018-04-22 00:00:00",5943
"2018-04-23 00:00:00",6827
"2018-04-24 00:00:00",7046
"2018-04-25 00:00:00",7086
"2018-04-26 00:00:00",6899
"2018-04-27 00:00:00",6585
"2018-04-28 00:00:00",6585
"2018-04-29 00:00:00",6585
"2018-04-30 00:00:00",18745
"2018-05-01 00:00:00",7034
"2018-05-02 00:00:00",7010
"2018-05-03 00:00:00",7018
"2018-05-04 00:00:00",6761
"2018-05-05 00:00:00",5847
"2018-05-06 00:00:00",5847
"2018-05-07 00:00:00",12685
"2018-05-08 00:00:00",6967
"2018-05-09 00:00:00",6916
"2018-05-10 00:00:00",6802
"2018-05-11 00:00:00",6710
"2018-05-12 00:00:00",6078
"2018-05-13 00:00:00",5973
"2018-05-14 00:00:00",6728
"2018-05-15 00:00:00",6642
"2018-05-16 00:00:00",6434
"2018-05-17 00:00:00",6414
"2018-05-18 00:00:00",6326
"2018-05-19 00:00:00",5752
"2018-05-20 00:00:00",5657
"2018-05-21 00:00:00",6411
"2018-05-22 00:00:00",6402
"2018-05-23 00:00:00",6285
"2018-05-24 00:00:00",6373
"2018-05-25 00:00:00",6258
"2018-05-26 00:00:00",5726
"2018-05-27 00:00:00",5669
"2018-05-28 00:00:00",5803
"2018-05-29 00:00:00",6232
"2018-05-30 00:00:00",6474
"2018-05-31 00:00:00",6461
"2018-06-01 00:00:00",6424
"2018-06-02 00:00:00",5908
"2018-06-03 00:00:00",5963
"2018-06-04 00:00:00",6446
"2018-06-05 00:00:00",6600
"2018-06-06 00:00:00",6765
"2018-06-07 00:00:00",6795
"2018-06-08 00:00:00",6643
"2018-06-09 00:00:00",5934
"2018-06-10 00:00:00",5946
"2018-06-11 00:00:00",6937
"2018-06-12 00:00:00",6718
"2018-06-13 00:00:00",6757
"2018-06-14 00:00:00",6701
"2018-06-15 00:00:00",6461
"2018-06-16 00:00:00",5883
"2018-06-17 00:00:00",5904
"2018-06-18 00:00:00",6783
"2018-06-19 00:00:00",6698
"2018-06-20 00:00:00",6717
"2018-06-21 00:00:00",6618
"2018-06-22 00:00:00",6763
"2018-06-23 00:00:00",6157
"2018-06-24 00:00:00",6135
"2018-06-25 00:00:00",6873
"2018-06-26 00:00:00",6950
"2018-06-27 00:00:00",6966
"2018-06-28 00:00:00",6897
"2018-06-29 00:00:00",7030
"2018-06-30 00:00:00",6342
"2018-07-01 00:00:00",6270
"2018-07-02 00:00:00",6991
"2018-07-03 00:00:00",7040
"2018-07-04 00:00:00",6285
"2018-07-05 00:00:00",6853
"2018-07-06 00:00:00",6897
"2018-07-07 00:00:00",6103
"2018-07-08 00:00:00",6036
"2018-07-09 00:00:00",6807
"2018-07-10 00:00:00",6905
"2018-07-11 00:00:00",7038
"2018-07-12 00:00:00",6949
"2018-07-13 00:00:00",6927
"2018-07-14 00:00:00",6444
"2018-07-15 00:00:00",6267
"2018-07-16 00:00:00",7095
"2018-07-17 00:00:00",7153
"2018-07-18 00:00:00",7158
"2018-07-19 00:00:00",7072
"2018-07-20 00:00:00",6860
"2018-07-21 00:00:00",6337
"2018-07-22 00:00:00",6387
"2018-07-23 00:00:00",7029
"2018-07-24 00:00:00",7002
"2018-07-25 00:00:00",7023
"2018-07-26 00:00:00",6828
"2018-07-27 00:00:00",6911
"2018-07-28 00:00:00",6211
"2018-07-29 00:00:00",6254
"2018-07-30 00:00:00",6830
"2018-07-31 00:00:00",6875
"2018-08-01 00:00:00",6924
"2018-08-02 00:00:00",6831
"2018-08-03 00:00:00",6730
"2018-08-04 00:00:00",6270
"2018-08-05 00:00:00",6148
"2018-08-06 00:00:00",6816
"2018-08-07 00:00:00",6868
"2018-08-08 00:00:00",6837
"2018-08-09 00:00:00",6832
"2018-08-10 00:00:00",6790
"2018-08-11 00:00:00",6129
"2018-08-12 00:00:00",5997
"2018-08-13 00:00:00",6603
"2018-08-14 00:00:00",6640
"2018-08-15 00:00:00",6751
"2018-08-16 00:00:00",6906
"2018-08-17 00:00:00",6615
"2018-08-18 00:00:00",6148
"2018-08-19 00:00:00",6063
"2018-08-20 00:00:00",6778
"2018-08-21 00:00:00",6760
"2018-08-22 00:00:00",6681
"2018-08-23 00:00:00",6780
"2018-08-24 00:00:00",6668
"2018-08-25 00:00:00",6282
"2018-08-26 00:00:00",6308
"2018-08-27 00:00:00",6736
"2018-08-28 00:00:00",6826
"2018-08-29 00:00:00",7256
"2018-08-30 00:00:00",7187
"2018-08-31 00:00:00",7059
"2018-09-01 00:00:00",6264
"2018-09-02 00:00:00",6300
"2018-09-03 00:00:00",6215
